sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgZAP70_sgGuide1__TGIF1_541	0.0716602406129134	sgZAP70_sgGuide1	TGIF1_541	0.0865894574072704	1.06253498175363	-0.0885641818800144	non_significant	-1.06253498175363
sgZAP70_sgGuide1__TGIF2_441	0.0531754560926233	sgZAP70_sgGuide1	TGIF2_441	0.0656207756036628	1.18295864078325	-0.0918530037326255	non_significant	-1.18295864078325
sgZAP70_sgGuide1__TGIF2LX_492	0.0267198977830072	sgZAP70_sgGuide1	TGIF2LX_492	0.0343880341290181	1.46359265091026	-0.067861283976831	non_significant	-1.46359265091026
sgZAP70_sgGuide1__TGIF2LY_538	0.0267198977830072	sgZAP70_sgGuide1	TGIF2LY_538	0.0343880341290181	1.46359265091026	-0.067861283976831	non_significant	-1.46359265091026
sgZAP70_sgGuide1__THAP1_798	9.88731013547949e-40	sgZAP70_sgGuide1	THAP1_798	9.1510210828374e-39	38.0385304440865	-0.860828460788092	significant	-38.0385304440865
sgZAP70_sgGuide1__THRA_672	6.3802285125191e-09	sgZAP70_sgGuide1	THRA_672	1.50428151921182e-08	7.82267087996836	-0.311890118189133	significant	-7.82267087996836
sgZAP70_sgGuide1__THRB_684	2.32925031684669e-06	sgZAP70_sgGuide1	THRB_684	4.85958699198229e-06	5.31340063911732	-0.329944236103865	significant	-5.31340063911732
sgZAP70_sgGuide1__TLX1_425	0.0811385690745005	sgZAP70_sgGuide1	TLX1_425	0.0973662828894005	1.0115914095504	0.0701993568887292	non_significant	1.0115914095504
sgZAP70_sgGuide1__TLX2_436	0.000191122312444794	sgZAP70_sgGuide1	TLX2_436	0.000324758616849552	3.48843931692756	0.19894580882389	non_significant	3.48843931692756
sgZAP70_sgGuide1__TLX3_505	0.0811385690745005	sgZAP70_sgGuide1	TLX3_505	0.0973662828894005	1.0115914095504	0.0701993568887292	non_significant	1.0115914095504
sgZAP70_sgGuide1__TOPORS_814	0.136362139686387	sgZAP70_sgGuide1	TOPORS_814	0.158180082036209	0.800848203558701	-0.0489772126121413	non_significant	-0.800848203558701
sgZAP70_sgGuide1__TP53_706	0.000274648421938878	sgZAP70_sgGuide1	TP53_706	0.000450837975635517	3.34597950896507	-0.167289437448124	non_significant	-3.34597950896507
sgZAP70_sgGuide1__TP63_704	4.61050148088132e-05	sgZAP70_sgGuide1	TP63_704	8.58915693440418e-05	4.0660494620948	-0.219182943593149	non_significant	-4.0660494620948
sgZAP70_sgGuide1__TP73_705	1.83456130795776e-05	sgZAP70_sgGuide1	TP73_705	3.54681852871833e-05	4.45016103143006	-0.226373917630599	non_significant	-4.45016103143006
sgZAP70_sgGuide1__TWIST1_42	1.31277540102895e-05	sgZAP70_sgGuide1	TWIST1_42	2.57233017769186e-05	4.58967328724612	-0.29410586381077	significant	-4.58967328724612
sgZAP70_sgGuide1__TWIST2_101	3.85306146687679e-06	sgZAP70_sgGuide1	TWIST2_101	7.85049994422204e-06	5.10510268515243	-0.342701778730444	significant	-5.10510268515243
sgZAP70_sgGuide1__UBP1_393	6.61831201155888e-05	sgZAP70_sgGuide1	UBP1_393	0.000121219609474868	3.91642711946133	-0.180911764562703	non_significant	-3.91642711946133
sgZAP70_sgGuide1__UNCX_507	0.345330661623883	sgZAP70_sgGuide1	UNCX_507	0.369542036424081	0.432336152266091	-0.0613421929760227	non_significant	-0.432336152266091
sgZAP70_sgGuide1__USF1_60	5.23160915850789e-15	sgZAP70_sgGuide1	USF1_60	1.66113137514666e-14	13.7795960188159	0.454010464634146	significant	13.7795960188159
sgZAP70_sgGuide1__USF2_26	9.99476496585808e-14	sgZAP70_sgGuide1	USF2_26	2.89848184009884e-13	12.5378294162763	0.435050347579768	significant	12.5378294162763
sgZAP70_sgGuide1__VAX1_489	0.0194745924726459	sgZAP70_sgGuide1	VAX1_489	0.0258670159560335	1.58725366902512	0.097924127210527	non_significant	1.58725366902512
sgZAP70_sgGuide1__VAX2_439	0.0194745924726459	sgZAP70_sgGuide1	VAX2_439	0.0258670159560335	1.58725366902512	0.097924127210527	non_significant	1.58725366902512
sgZAP70_sgGuide1__VDR_663	3.10360672807035e-07	sgZAP70_sgGuide1	VDR_663	6.75034463355301e-07	6.17067405403867	-0.298765642812195	significant	-6.17067405403867
sgZAP70_sgGuide1__VENTX_490	0.0116982978278119	sgZAP70_sgGuide1	VENTX_490	0.0159272599533589	1.79785893163705	0.162042101168461	non_significant	1.79785893163705
sgZAP70_sgGuide1__VSX1_408	8.31654159605819e-08	sgZAP70_sgGuide1	VSX1_408	1.84576305830883e-07	6.73382405037053	0.313709691616709	significant	6.73382405037053
sgZAP70_sgGuide1__VSX2_442	0.0955330511554264	sgZAP70_sgGuide1	VSX2_442	0.113079938102341	0.946614437906421	0.0899927743893814	non_significant	0.946614437906421
sgZAP70_sgGuide1__VTN_430	0.256282984185197	sgZAP70_sgGuide1	VTN_430	0.279756833426753	0.553219296459002	0.0086020669851934	non_significant	0.553219296459002
sgZAP70_sgGuide1__WT1_266	2.92320075894773e-07	sgZAP70_sgGuide1	WT1_266	6.37389639169053e-07	6.1955950003042	-0.177745547661359	non_significant	-6.1955950003042
sgZAP70_sgGuide1__XBP1_109	0.00594254973268622	sgZAP70_sgGuide1	XBP1_109	0.00842022519126549	2.07467629353406	0.0982098986667131	non_significant	2.07467629353406
sgZAP70_sgGuide1__YBX1_290	3.32953064084024e-35	sgZAP70_sgGuide1	YBX1_290	2.5634439447177e-34	33.591176174914	0.82577064870602	significant	33.591176174914
sgZAP70_sgGuide1__YBX2_827	0.000131987280575096	sgZAP70_sgGuide1	YBX2_827	0.000231044132998658	3.63630505522863	-0.24683198997621	non_significant	-3.63630505522863
sgZAP70_sgGuide1__YY1_173	5.66502195571966e-39	sgZAP70_sgGuide1	YY1_173	5.13392614737095e-38	37.2895503830389	1.03077791921343	significant	37.2895503830389
sgZAP70_sgGuide1__YY2_284	1.81522598702521e-37	sgZAP70_sgGuide1	YY2_284	1.59519859465852e-36	35.7971852416379	0.866944747483299	significant	35.7971852416379
sgZAP70_sgGuide1__ZBED1_816	7.28355807469242e-07	sgZAP70_sgGuide1	ZBED1_816	1.53803289441321e-06	5.81303437603695	0.237619339151274	non_significant	5.81303437603695
sgZAP70_sgGuide1__ZBTB1_203	0.0129010648874812	sgZAP70_sgGuide1	ZBTB1_203	0.0174827348422008	1.75739062925464	0.121752577709473	non_significant	1.75739062925464
sgZAP70_sgGuide1__ZBTB12_280	0.000246754332801813	sgZAP70_sgGuide1	ZBTB12_280	0.000408129789995394	3.38920170427491	0.208775508116025	non_significant	3.38920170427491
sgZAP70_sgGuide1__ZBTB3_269	0.441406258108968	sgZAP70_sgGuide1	ZBTB3_269	0.452324434104596	0.344549951475444	-0.028615613031031	non_significant	-0.344549951475444
sgZAP70_sgGuide1__ZBTB33_255	5.21954657258128e-22	sgZAP70_sgGuide1	ZBTB33_255	2.22598309713025e-21	20.652478137778	0.478443831244597	significant	20.652478137778
sgZAP70_sgGuide1__ZBTB42_261	3.1034051873406e-08	sgZAP70_sgGuide1	ZBTB42_261	7.03115237756854e-08	7.15297349002936	-0.390473675525276	significant	-7.15297349002936
sgZAP70_sgGuide1__ZBTB4_249	0.160132439604602	sgZAP70_sgGuide1	ZBTB4_249	0.183068623463868	0.737386084011727	-0.0727633619148144	non_significant	-0.737386084011727
sgZAP70_sgGuide1__ZBTB47_188	0.356592615674663	sgZAP70_sgGuide1	ZBTB47_188	0.380657148020806	0.419466010565677	-0.0242180208592405	non_significant	-0.419466010565677
sgZAP70_sgGuide1__ZBTB49_235	0.00162093598531205	sgZAP70_sgGuide1	ZBTB49_235	0.00240240938197868	2.61935298478276	0.150244900639254	non_significant	2.61935298478276
sgZAP70_sgGuide1__ZBTB6_271	0.00102279756927291	sgZAP70_sgGuide1	ZBTB6_271	0.00154217311138203	2.81186687330309	-0.136253425864781	non_significant	-2.81186687330309
sgZAP70_sgGuide1__ZBTB7A_258	1.09168456600604e-08	sgZAP70_sgGuide1	ZBTB7A_258	2.55313325920768e-08	7.59292651687292	0.243910444655196	non_significant	7.59292651687292
sgZAP70_sgGuide1__ZBTB7B_216	2.00968995088715e-05	sgZAP70_sgGuide1	ZBTB7B_216	3.83427687998206e-05	4.41631652914533	0.235544234312464	non_significant	4.41631652914533
sgZAP70_sgGuide1__ZBTB7C_265	2.34385506385429e-06	sgZAP70_sgGuide1	ZBTB7C_265	4.87835862572543e-06	5.31172627629604	0.281906890942154	significant	5.31172627629604
sgZAP70_sgGuide1__ZEB1_157	0.479965030383908	sgZAP70_sgGuide1	ZEB1_157	0.481070940592166	0.31779087615009	0.0792608450982211	non_significant	0.31779087615009
sgZAP70_sgGuide1__ZFHX2_477	0.0446972703525344	sgZAP70_sgGuide1	ZFHX2_477	0.0557914278431922	1.25343252375751	-0.187775670061949	non_significant	-1.25343252375751
sgZAP70_sgGuide1__ZFHX3_483	3.94474806959172e-06	sgZAP70_sgGuide1	ZFHX3_483	8.01852995454391e-06	5.09590524407848	-0.255890478542198	significant	-5.09590524407848
sgZAP70_sgGuide1__ZFP161_850	5.45844216202022e-22	sgZAP70_sgGuide1	ZFP161_850	2.31650960046712e-21	20.6351658955812	0.469248102158657	significant	20.6351658955812
sgZAP70_sgGuide1__ZFP42_848	7.59311781295093e-37	sgZAP70_sgGuide1	ZFP42_848	6.29144047358791e-36	35.2012499081146	0.954178964763735	significant	35.2012499081146
sgZAP70_sgGuide1__ZFX_158	0.363516771331227	sgZAP70_sgGuide1	ZFX_158	0.387259471359515	0.411997951725317	-0.0285189821987099	non_significant	-0.411997951725317
sgZAP70_sgGuide1__ZFY_166	0.0263123187147723	sgZAP70_sgGuide1	ZFY_166	0.0339798156316236	1.46877898186443	-0.08100310347332	non_significant	-1.46877898186443
sgZAP70_sgGuide1__ZHX1_510	4.45778049803817e-18	sgZAP70_sgGuide1	ZHX1_510	1.62952480390471e-17	16.7879390245103	0.427017491441391	significant	16.7879390245103
sgZAP70_sgGuide1__ZIC1_213	1.36608398226714e-10	sgZAP70_sgGuide1	ZIC1_213	3.46499435735396e-10	9.46029746828797	-0.369472656951314	significant	-9.46029746828797
sgZAP70_sgGuide1__ZIC2_162	1.8979244903844e-29	sgZAP70_sgGuide1	ZIC2_162	1.13095500454413e-28	27.9465546732946	-0.655822073681699	significant	-27.9465546732946
sgZAP70_sgGuide1__ZIC3_215	7.41901671182155e-34	sgZAP70_sgGuide1	ZIC3_215	5.37878711607062e-33	32.2693156440702	-0.797200121937458	significant	-32.2693156440702
sgZAP70_sgGuide1__ZIC4_252	2.36009193598025e-11	sgZAP70_sgGuide1	ZIC4_252	6.18457826597235e-11	10.2086899101021	-0.318133048677519	significant	-10.2086899101021
sgZAP70_sgGuide1__ZIC5_210	1.49013779484392e-08	sgZAP70_sgGuide1	ZIC5_210	3.45711968403788e-08	7.46128558510397	-0.280938705634197	significant	-7.46128558510397
sgZAP70_sgGuide1__ZKSCAN1_181	0.131047476976249	sgZAP70_sgGuide1	ZKSCAN1_181	0.152421530707669	0.816953681243962	0.0905155011907461	non_significant	0.816953681243962
sgZAP70_sgGuide1__ZKSCAN3_276	0.039455574383366	sgZAP70_sgGuide1	ZKSCAN3_276	0.0497483329181571	1.30322146801526	-0.106883683535028	non_significant	-1.30322146801526
sgZAP70_sgGuide1__ZKSCAN4_273	0.039455574383366	sgZAP70_sgGuide1	ZKSCAN4_273	0.0497483329181571	1.30322146801526	-0.106883683535028	non_significant	-1.30322146801526
sgZAP70_sgGuide1__ZNF143_231	6.99383661306536e-29	sgZAP70_sgGuide1	ZNF143_231	4.00305121932031e-28	27.3976088530311	0.577719202519398	significant	27.3976088530311
sgZAP70_sgGuide1__ZNF148_222	0.000173918476771484	sgZAP70_sgGuide1	ZNF148_222	0.000297267337507251	3.52685280663643	-0.127665952785349	non_significant	-3.52685280663643
sgZAP70_sgGuide1__ZNF187_849	2.03255431499705e-05	sgZAP70_sgGuide1	ZNF187_849	3.86941412264209e-05	4.41235478758201	-0.150731971624031	non_significant	-4.41235478758201
sgZAP70_sgGuide1__ZNF202_230	7.88364802837334e-05	sgZAP70_sgGuide1	ZNF202_230	0.000141710202162909	3.84859888240208	-0.179355835629386	non_significant	-3.84859888240208
sgZAP70_sgGuide1__ZNF219_229	0.0211413890401109	sgZAP70_sgGuide1	ZNF219_229	0.0278681946437826	1.55489116482236	-0.0533636884391779	non_significant	-1.55489116482236
sgZAP70_sgGuide1__ZNF232_233	0.448560210827746	sgZAP70_sgGuide1	ZNF232_233	0.457499863329589	0.339609031335706	0.0159109392874222	non_significant	0.339609031335706
sgZAP70_sgGuide1__ZNF238_260	3.1034051873406e-08	sgZAP70_sgGuide1	ZNF238_260	7.03115237756854e-08	7.15297349002936	-0.390473675525276	significant	-7.15297349002936
sgZAP70_sgGuide1__ZNF263_159	6.57115161345327e-08	sgZAP70_sgGuide1	ZNF263_159	1.46587228300111e-07	6.83390386680548	-0.231407414951959	non_significant	-6.83390386680548
sgZAP70_sgGuide1__ZNF274_244	1.53771144143211e-20	sgZAP70_sgGuide1	ZNF274_244	6.19355997243487e-20	19.2080596527622	-0.552382014896673	significant	-19.2080596527622
sgZAP70_sgGuide1__ZNF281_221	1.06427219768655e-12	sgZAP70_sgGuide1	ZNF281_221	2.95820067727572e-12	11.5289723678383	-0.385462205587343	significant	-11.5289723678383
sgZAP70_sgGuide1__ZNF282_240	3.85365208146087e-09	sgZAP70_sgGuide1	ZNF282_240	9.21065195294219e-09	8.03570962826739	-0.329097347321592	significant	-8.03570962826739
sgZAP70_sgGuide1__ZNF32_237	0.00964915172391962	sgZAP70_sgGuide1	ZNF32_237	0.0133250190473176	1.87533216150297	0.153793230305916	non_significant	1.87533216150297
sgZAP70_sgGuide1__ZNF333_217	0.0697145336909784	sgZAP70_sgGuide1	ZNF333_217	0.0844730422160881	1.07328186483395	-0.113481286750729	non_significant	-1.07328186483395
sgZAP70_sgGuide1__ZNF350_817	4.16165636623462e-06	sgZAP70_sgGuide1	ZNF350_817	8.43972270075553e-06	5.07367182251062	-0.217318163647156	non_significant	-5.07367182251062
sgZAP70_sgGuide1__ZNF35_239	2.69256449529125e-25	sgZAP70_sgGuide1	ZNF35_239	1.3014061727241e-24	23.885587137687	0.670657902175012	significant	23.885587137687
sgZAP70_sgGuide1__ZNF354C_256	4.28875744746905e-21	sgZAP70_sgGuide1	ZNF354C_256	1.77677094252289e-20	19.7503685568938	-0.630821530622838	significant	-19.7503685568938
sgZAP70_sgGuide1__ZNF384_202	6.11857664297633e-05	sgZAP70_sgGuide1	ZNF384_202	0.000113018294679181	3.94685125001113	-0.213920409179553	non_significant	-3.94685125001113
sgZAP70_sgGuide1__ZNF410_193	0.170020883651729	sgZAP70_sgGuide1	ZNF410_193	0.192159045009741	0.716339168288538	-0.119476270087069	non_significant	-0.716339168288538
sgZAP70_sgGuide1__ZNF423_176	3.61863593954837e-08	sgZAP70_sgGuide1	ZNF423_176	8.15599292074374e-08	7.08852315985359	-0.351702692057349	significant	-7.08852315985359
sgZAP70_sgGuide1__ZNF524_243	0.0151551844511162	sgZAP70_sgGuide1	ZNF524_243	0.0204102329295218	1.69015203891799	-0.122376119163946	non_significant	-1.69015203891799
sgZAP70_sgGuide1__ZNF589_225	2.49002879415905e-06	sgZAP70_sgGuide1	ZNF589_225	5.1579167879009e-06	5.28752566856624	-0.253846326657162	significant	-5.28752566856624
sgZAP70_sgGuide1__ZNF652_278	0.356592615674663	sgZAP70_sgGuide1	ZNF652_278	0.380657148020806	0.419466010565677	-0.0242180208592405	non_significant	-0.419466010565677
sgZAP70_sgGuide1__ZNF683_253	6.04873101657109e-23	sgZAP70_sgGuide1	ZNF683_253	2.64442009267178e-22	21.5776695516686	0.805740408098456	significant	21.5776695516686
sgZAP70_sgGuide1__ZNF691_224	5.45768187966814e-05	sgZAP70_sgGuide1	ZNF691_224	0.000101025175219389	3.99557038763862	-0.1706821933972	non_significant	-3.99557038763862
sgZAP70_sgGuide1__ZNF713_257	7.06509772178444e-06	sgZAP70_sgGuide1	ZNF713_257	1.40655263568706e-05	4.85184401112714	0.26520109277817	significant	4.85184401112714
sgZAP70_sgGuide1__ZNF740_209	1.61825576731618e-12	sgZAP70_sgGuide1	ZNF740_209	4.44126977149866e-12	11.3524928461204	-0.395994098216525	significant	-11.3524928461204
sgZAP70_sgGuide1__ZNF75A_219	1.79283509451651e-17	sgZAP70_sgGuide1	ZNF75A_219	6.34051435865595e-17	16.1978755096159	-0.523679890735762	significant	-16.1978755096159
sgZAP70_sgGuide1__ZNF75D_272	1.79283509451651e-17	sgZAP70_sgGuide1	ZNF75D_272	6.34051435865595e-17	16.1978755096159	-0.523679890735762	significant	-16.1978755096159
sgZAP70_sgGuide1__ZNF76_164	1.64752717376044e-08	sgZAP70_sgGuide1	ZNF76_164	3.80198578560101e-08	7.41998951115458	0.29685765117176	significant	7.41998951115458
sgZAP70_sgGuide1__ZNF784_262	0.429526500350748	sgZAP70_sgGuide1	ZNF784_262	0.441711649296869	0.354861146907256	0.0022388384100193	non_significant	0.354861146907256
sgZAP70_sgGuide1__ZSCAN10_206	0.000537330784593606	sgZAP70_sgGuide1	ZSCAN10_206	0.000823024265134572	3.08458736034217	0.213531672613719	non_significant	3.08458736034217
sgZAP70_sgGuide1__ZSCAN16_277	0.00928879710674378	sgZAP70_sgGuide1	ZSCAN16_277	0.0128682380300431	1.89048091434	-0.136905902438597	non_significant	-1.89048091434
sgZAP70_sgGuide1__ZSCAN4_263	6.74087730730608e-05	sgZAP70_sgGuide1	ZSCAN4_263	0.000122946818812501	3.91028270393259	-0.159852749663018	non_significant	-3.91028270393259
sgZAP70_sgGuide2__AC0021266_638	0.00923138489022278	sgZAP70_sgGuide2	AC0021266_638	0.0112325942020893	1.94951993051139	-0.0463843951327426	non_significant	-1.94951993051139
sgZAP70_sgGuide2__AC0125311_531	7.27590334890446e-13	sgZAP70_sgGuide2	AC0125311_531	1.47553284698063e-12	11.8310511181846	-0.36173930991472	significant	-11.8310511181846
sgZAP70_sgGuide2__AC2261502_577	3.47132924282498e-12	sgZAP70_sgGuide2	AC2261502_577	6.86376463922212e-12	11.1634376170066	0.379833815779656	significant	11.1634376170066
sgZAP70_sgGuide2__AHR_28	1.04326912204004e-09	sgZAP70_sgGuide2	AHR_28	1.85992650855499e-09	8.73050421576036	0.323616430788635	significant	8.73050421576036
sgZAP70_sgGuide2__AHRR_17	1.04326912204004e-09	sgZAP70_sgGuide2	AHRR_17	1.85992650855499e-09	8.73050421576036	0.323616430788635	significant	8.73050421576036
sgZAP70_sgGuide2__AIRE_736	4.95395058400033e-06	sgZAP70_sgGuide2	AIRE_736	7.52170507518374e-06	5.12368369919484	0.236484136865035	non_significant	5.12368369919484
sgZAP70_sgGuide2__AL5921702_588	0.00374587593447921	sgZAP70_sgGuide2	AL5921702_588	0.00465558866142416	2.33202539819608	-0.14501750273869	non_significant	-2.33202539819608
sgZAP70_sgGuide2__AL6628245_700	3.16621325315404e-30	sgZAP70_sgGuide2	AL6628245_700	1.02783788441941e-29	28.9880753789732	-0.591081096314746	significant	-28.9880753789732
sgZAP70_sgGuide2__AL6628286_154	1.50981223977849e-22	sgZAP70_sgGuide2	AL6628286_154	3.98041408668875e-22	21.4000717454616	0.481006558277719	significant	21.4000717454616
sgZAP70_sgGuide2__AL6628305_600	0.0416326261636766	sgZAP70_sgGuide2	AL6628305_600	0.0475333133364812	1.32300191190769	0.0950442231799539	non_significant	1.32300191190769
sgZAP70_sgGuide2__AL6628334_838	0.154915342372611	sgZAP70_sgGuide2	AL6628334_838	0.166802410722985	0.777797676982909	0.0953936048683355	non_significant	0.777797676982909
sgZAP70_sgGuide2__AL66283413_287	4.08126348684392e-07	sgZAP70_sgGuide2	AL66283413_287	6.5511055969635e-07	6.18368540013928	0.265853735812635	significant	6.18368540013928
sgZAP70_sgGuide2__AL7735441_836	0.154915342372611	sgZAP70_sgGuide2	AL7735441_836	0.166802410722985	0.777797676982909	0.0953936048683355	non_significant	0.777797676982909
sgZAP70_sgGuide2__AL8445277_699	3.16621325315404e-30	sgZAP70_sgGuide2	AL8445277_699	1.02783788441941e-29	28.9880753789732	-0.591081096314746	significant	-28.9880753789732
sgZAP70_sgGuide2__AL8448538_281	4.08126348684392e-07	sgZAP70_sgGuide2	AL8448538_281	6.5511055969635e-07	6.18368540013928	0.265853735812635	significant	6.18368540013928
sgZAP70_sgGuide2__AL8454643_566	0.0416326261636766	sgZAP70_sgGuide2	AL8454643_566	0.0475333133364812	1.32300191190769	0.0950442231799539	non_significant	1.32300191190769
sgZAP70_sgGuide2__ALX1_545	0.129400489129023	sgZAP70_sgGuide2	ALX1_545	0.143047554691551	0.844519561787716	0.0179721518733943	non_significant	0.844519561787716
sgZAP70_sgGuide2__ALX3_493	4.27044741717736e-08	sgZAP70_sgGuide2	ALX3_493	7.1447870248929e-08	7.1460107123303	0.281926764884136	significant	7.1460107123303
sgZAP70_sgGuide2__ALX4_401	0.157517920000138	sgZAP70_sgGuide2	ALX4_401	0.169395043757874	0.771099300617443	0.0355202001235985	non_significant	0.771099300617443
sgZAP70_sgGuide2__AR_689	0.053084630121586	sgZAP70_sgGuide2	AR_689	0.0602133353399997	1.22030731566549	0.105653275443024	non_significant	1.22030731566549
sgZAP70_sgGuide2__ARID2_11	4.54626280682211e-19	sgZAP70_sgGuide2	ARID2_11	1.13007104055292e-18	17.9468942542596	0.52259578807611	significant	17.9468942542596
sgZAP70_sgGuide2__ARID3A_6	4.82178620065942e-81	sgZAP70_sgGuide2	ARID3A_6	4.60983955447659e-80	79.3363141899722	1.32629770571986	significant	79.3363141899722
sgZAP70_sgGuide2__ARID3B_8	8.73923500227256e-05	sgZAP70_sgGuide2	ARID3B_8	0.000124031557128501	3.90646780400595	0.210803511186701	non_significant	3.90646780400595
sgZAP70_sgGuide2__ARID3C_10	4.03557096106731e-23	sgZAP70_sgGuide2	ARID3C_10	1.08909637245926e-22	21.9629336884945	0.511169292050954	significant	21.9629336884945
sgZAP70_sgGuide2__ARID5A_9	3.28711287668527e-05	sgZAP70_sgGuide2	ARID5A_9	4.75047874205346e-05	4.32326262099511	0.183814283869773	non_significant	4.32326262099511
sgZAP70_sgGuide2__ARID5B_7	3.01410102946764e-08	sgZAP70_sgGuide2	ARID5B_7	5.07208490452001e-08	7.29481348516262	0.329516444522071	significant	7.29481348516262
sgZAP70_sgGuide2__ARNT2_76	9.76604294575364e-09	sgZAP70_sgGuide2	ARNT2_76	1.67914177130547e-08	7.77491263447758	-0.277819701182069	significant	-7.77491263447758
sgZAP70_sgGuide2__ARNT_57	8.75559440570808e-38	sgZAP70_sgGuide2	ARNT_57	3.52655885785464e-37	36.4526488634348	0.628299549657426	significant	36.4526488634348
sgZAP70_sgGuide2__ARNTL2_16	3.2782404605605e-36	sgZAP70_sgGuide2	ARNTL2_16	1.23466199163967e-35	34.9084519211555	0.665522814870213	significant	34.9084519211555
sgZAP70_sgGuide2__ARNTL_50	7.41493615940811e-49	sgZAP70_sgGuide2	ARNTL_50	4.08290788524371e-48	47.3890304181132	0.74043348773322	significant	47.3890304181132
sgZAP70_sgGuide2__ARX_394	2.12231310395928e-10	sgZAP70_sgGuide2	ARX_394	3.87088553552322e-10	9.41218967084732	0.398939541512292	significant	9.41218967084732
