T0-ATAC-rep1.proatac	T0-ATAC-rep2.proatac	T0-ATAC-rep3.proatac	T24H-ATAC-rep1.proatac	T24H-ATAC-rep2.proatac	T24H-ATAC-rep3.proatac
8	21	26	22	22	22
12	17	56	14	20	19
13	11	43	35	25	54
38	27	82	15	13	23
46	61	281	38	20	44
24	24	97	20	5	19
17	19	71	23	15	31
12	14	13	30	30	36
11	14	48	14	12	16
17	35	65	31	12	33
23	21	53	23	15	21
38	49	165	61	29	56
25	30	83	34	26	37
14	7	11	20	8	8
29	47	122	66	29	56
12	8	29	26	11	20
22	23	45	48	14	33
11	16	29	11	18	17
28	35	87	32	15	29
21	36	76	22	20	40
30	28	126	21	14	27
6	5	20	6	4	15
25	24	50	57	35	54
19	19	72	85	34	50
21	24	91	41	22	48
44	37	105	53	29	40
5	10	11	35	11	19
13	9	15	19	15	33
27	35	62	46	26	32
33	22	44	21	22	29
21	18	44	17	13	18
26	23	74	18	12	24
17	17	42	33	18	31
34	21	61	37	24	43
17	28	41	36	15	31
16	19	43	15	23	32
54	58	127	66	34	54
13	29	56	18	10	23
33	37	76	46	23	43
17	25	34	19	13	18
33	39	69	39	29	45
13	14	31	17	20	22
49	47	158	91	56	58
21	13	59	36	26	27
27	35	66	62	31	40
18	15	30	14	12	14
41	38	87	71	35	60
12	16	55	29	25	30
18	27	99	13	13	23
20	20	32	8	10	11
11	26	47	12	17	22
24	26	72	25	11	37
21	20	62	19	25	29
24	16	75	36	18	36
28	28	44	33	21	32
18	26	58	25	11	20
34	44	94	48	36	47
22	21	61	19	24	34
15	36	43	29	15	33
12	19	45	23	14	23
12	24	43	8	13	26
22	32	103	33	22	46
13	19	42	36	21	34
12	16	43	37	12	32
20	30	52	34	24	31
33	40	59	40	26	53
20	22	81	18	9	25
28	24	73	28	23	30
18	19	29	38	25	26
15	18	37	10	19	13
32	28	66	33	17	25
25	22	59	24	12	27
15	25	66	22	23	30
35	25	106	45	19	39
36	28	106	31	24	29
27	19	23	24	18	24
32	18	45	25	13	37
16	11	28	19	14	17
17	18	50	18	16	27
32	16	67	34	21	35
11	11	26	41	21	46
12	36	76	24	26	40
16	37	72	15	11	17
24	21	78	25	6	27
30	20	122	68	27	58
8	10	57	26	25	25
25	33	94	21	16	26
36	37	115	56	32	72
25	45	100	50	19	60
17	15	42	31	19	30
43	49	122	58	29	53
48	27	113	72	37	65
17	18	35	36	25	18
6	10	38	36	36	36
13	11	20	14	5	19
8	7	14	23	9	10
15	17	45	26	10	19
15	14	27	25	9	15
13	11	27	18	7	13
6	14	22	7	4	8
12	6	7	20	7	8
68	55	421	179	60	178
30	28	113	65	20	55
9	16	55	17	14	26
42	39	177	67	28	52
20	17	49	26	19	30
15	22	23	25	15	33
17	14	63	15	12	25
40	40	118	82	37	66
18	13	65	32	13	22
20	23	44	18	10	23
26	29	52	74	38	66
16	14	45	24	16	25
19	22	45	21	9	21
26	28	69	26	13	33
23	18	30	9	9	13
13	9	11	35	11	23
21	15	44	80	32	56
23	26	58	31	19	24
20	25	114	22	18	28
21	17	46	12	18	17
14	25	46	17	19	26
12	8	44	22	11	31
13	10	11	47	12	28
12	31	65	47	24	43
7	23	49	28	19	30
6	8	19	23	18	45
9	9	26	7	10	22
29	30	77	41	28	43
44	27	179	51	29	68
6	10	27	8	9	16
10	15	37	12	9	16
33	27	88	45	30	41
12	14	32	16	6	20
14	15	43	23	21	31
22	21	64	18	18	18
10	11	34	14	8	13
27	29	82	35	17	35
50	35	220	66	56	71
36	46	69	40	24	47
13	7	40	19	17	26
48	29	96	61	29	57
48	36	178	74	42	68
22	30	32	44	25	24
47	47	253	94	61	95
17	23	72	20	16	32
12	18	52	35	21	23
20	22	36	39	16	23
7	8	9	38	15	13
11	5	23	14	15	20
34	40	115	41	23	41
8	19	24	14	22	22
18	17	44	29	15	32
23	21	61	45	34	47
6	2	12	38	19	25
9	6	11	35	11	8
15	7	66	55	59	71
12	19	66	8	8	15
12	6	8	74	43	84
26	15	38	20	21	30
22	12	86	53	20	55
8	6	6	39	23	25
9	3	27	84	54	88
45	45	145	89	46	93
33	33	142	46	22	73
9	9	14	82	44	76
21	14	45	37	17	49
19	8	28	20	13	12
19	15	34	25	18	35
13	15	42	18	13	25
10	10	16	23	13	35
24	21	70	13	6	11
44	38	174	33	28	42
73	72	258	75	40	83
26	28	147	45	34	72
41	42	63	37	27	26
24	29	114	29	20	24
28	25	126	7	8	14
23	18	75	33	15	48
18	21	66	18	12	32
37	46	157	46	24	64
31	30	77	24	9	35
11	9	36	16	15	28
9	12	33	15	12	21
31	41	173	73	23	70
14	15	30	14	11	20
12	23	85	44	25	43
44	53	140	81	33	71
16	19	28	23	16	25
20	33	91	54	31	36
24	34	82	49	20	38
4	6	21	8	14	15
29	32	153	62	24	58
15	13	45	33	12	22
18	20	41	34	21	30
24	30	131	60	33	57
17	23	118	48	28	57
27	26	80	36	24	32
12	7	15	35	17	25
23	32	86	57	25	36
17	12	26	11	11	28
16	30	11	9	11	11
10	16	45	21	13	21
11	13	11	32	15	31
12	17	33	17	16	21
12	21	48	22	14	25
11	14	35	21	18	31
39	34	109	51	29	46
18	16	84	40	28	41
46	44	185	70	28	53
26	21	92	37	10	34
10	14	29	9	8	11
16	13	65	19	10	36
22	9	74	84	29	56
30	42	92	71	20	51
11	9	18	19	7	17
17	24	42	58	21	38
47	49	183	95	52	67
39	48	154	82	23	67
21	20	50	13	10	21
9	5	6	20	11	14
25	22	71	33	15	26
58	39	169	66	25	59
22	23	59	43	27	31
10	10	34	8	10	11
12	18	78	15	18	27
10	10	74	24	13	30
10	12	84	13	7	14
28	30	65	43	22	24
34	34	116	49	44	47
41	39	218	51	25	62
6	11	23	37	11	20
28	23	51	27	9	17
14	27	46	33	19	36
18	19	37	20	14	26
24	24	141	94	42	86
39	44	157	70	25	59
16	12	27	18	11	19
20	20	59	23	17	24
50	33	128	43	21	45
13	23	38	22	14	23
45	31	88	26	19	35
9	8	32	13	11	9
18	11	46	20	9	36
40	44	232	103	49	85
14	11	28	14	7	20
52	53	184	73	25	67
20	5	71	7	6	6
56	55	230	94	45	69
11	16	36	11	10	17
45	40	134	79	29	76
9	17	26	20	10	20
17	26	34	14	13	19
15	23	26	42	24	28
7	5	12	38	17	21
6	21	31	52	30	48
18	15	19	36	15	25
34	33	152	77	47	70
14	17	33	9	17	19
12	15	40	33	25	37
14	13	75	13	18	28
5	8	30	10	8	18
10	23	58	9	10	26
34	28	93	41	22	38
30	49	110	46	26	52
64	63	202	74	27	47
39	14	133	24	20	32
70	74	322	116	40	126
15	10	53	20	13	27
11	14	16	42	16	25
12	10	31	50	26	39
40	41	108	59	12	40
13	25	48	31	18	29
37	28	99	45	28	45
8	12	45	25	14	21
34	48	117	66	32	56
10	14	12	16	6	10
13	12	44	17	8	23
33	36	98	69	17	51
9	16	10	19	9	22
20	29	28	21	25	25
11	14	26	22	18	14
13	13	21	26	24	29
7	9	23	11	8	11
14	14	38	15	8	29
57	50	245	89	41	107
44	49	117	61	29	64
31	41	99	49	21	48
15	18	81	23	23	26
40	38	106	70	33	71
52	65	141	75	28	56
13	10	22	6	8	7
2	5	5	21	8	20
8	13	7	18	10	16
9	10	21	17	6	16
9	11	12	18	14	12
31	39	103	65	23	48
9	13	22	20	12	25
29	37	99	46	27	58
40	40	180	85	38	76
30	34	96	54	25	40
18	17	39	22	20	30
26	26	46	69	34	37
30	24	31	20	13	13
18	20	76	27	13	35
15	26	14	15	12	15
10	13	10	17	8	12
6	21	32	2	9	9
29	29	72	29	9	27
60	48	215	80	51	84
10	4	49	15	10	26
22	18	82	31	18	31
9	27	66	13	19	19
34	47	123	59	16	35
7	8	56	5	7	18
12	15	36	24	11	29
21	9	76	20	14	15
43	40	150	55	15	53
7	9	12	35	11	30
21	33	88	37	19	44
17	30	45	62	27	54
13	10	37	7	18	14
23	28	76	36	15	40
9	17	14	27	12	31
6	14	14	9	8	22
20	36	127	40	24	43
6	12	26	13	10	15
41	49	218	88	30	79
10	13	17	10	7	22
51	68	190	114	27	100
8	9	15	8	6	23
18	21	48	36	22	32
24	40	89	59	16	57
13	16	27	30	13	24
75	68	61	90	51	75
117	95	76	115	45	95
6	15	29	14	16	22
20	11	10	7	8	10
13	17	11	27	21	22
27	25	74	33	25	39
35	52	149	68	21	42
12	12	80	20	20	35
14	14	32	24	15	19
12	21	55	21	11	38
33	31	109	57	44	44
8	12	37	15	16	21
8	11	25	7	15	28
8	14	8	45	17	45
8	7	9	31	16	30
28	17	109	55	38	63
10	20	37	32	13	28
7	4	8	30	7	7
12	18	28	15	8	20
16	26	60	41	21	29
4	12	8	19	11	15
6	11	11	11	8	30
44	51	200	73	31	78
5	8	6	30	15	27
37	48	116	67	19	52
23	36	93	26	10	32
13	8	44	24	17	19
27	32	75	58	12	39
10	22	15	19	11	17
11	18	31	26	10	34
23	26	178	22	23	40
17	17	102	10	11	15
26	24	101	25	18	32
18	16	38	13	11	16
9	7	22	31	18	39
14	17	26	29	21	27
31	30	133	63	36	64
27	18	47	17	13	19
16	26	53	20	24	26
23	17	69	33	19	27
12	28	32	36	8	24
14	14	38	20	12	20
48	53	209	107	38	99
23	17	84	41	21	41
36	40	154	76	27	79
7	7	28	29	22	29
13	10	46	19	15	32
36	24	231	66	33	95
47	27	165	87	39	78
8	19	39	38	15	29
4	7	17	28	13	18
5	15	30	10	17	20
10	7	13	12	14	28
10	8	44	12	9	18
56	43	161	74	26	63
10	15	28	12	9	18
29	34	148	47	29	58
11	14	29	10	6	14
13	12	36	15	19	18
12	11	48	25	12	19
11	7	33	15	16	21
43	47	181	98	46	105
34	33	155	67	40	65
18	18	20	32	10	8
14	16	27	16	12	12
32	25	102	52	40	58
17	13	36	25	18	32
5	6	27	13	7	11
36	22	147	15	19	37
12	16	19	43	22	52
44	36	142	72	39	73
59	67	365	131	59	141
14	16	48	21	14	29
18	26	37	24	21	28
73	55	225	73	43	85
23	24	32	26	21	33
7	12	36	13	12	23
14	8	43	12	17	21
29	43	153	58	32	52
31	44	200	62	45	66
23	40	100	51	26	39
13	11	58	12	11	19
35	37	92	44	23	44
12	9	40	11	11	12
8	11	27	8	11	14
2	6	12	33	20	41
6	4	13	21	8	16
20	18	12	24	15	9
18	14	30	14	7	22
9	8	4	56	31	65
23	19	36	24	16	25
17	14	86	20	12	35
2	7	14	31	7	31
8	7	20	18	13	33
20	24	80	12	13	19
18	12	43	12	15	16
12	7	65	25	12	29
54	58	266	103	48	107
6	9	21	4	10	15
11	14	34	19	9	13
19	19	44	22	20	39
18	26	67	40	14	32
29	41	100	61	27	46
9	13	32	28	18	20
20	17	76	11	10	12
18	26	46	12	5	11
13	14	43	6	8	16
23	18	97	27	10	33
35	26	138	66	35	69
4	13	26	9	6	9
37	37	250	94	31	91
8	11	24	17	12	16
43	46	171	88	25	94
23	31	75	33	22	24
8	9	33	11	9	7
9	7	14	27	18	19
56	40	176	66	30	53
39	35	199	70	46	50
5	6	30	19	11	18
70	60	371	144	60	144
22	25	79	52	25	38
11	13	33	40	12	42
14	9	32	20	17	24
26	36	100	48	33	41
7	7	10	29	17	27
14	14	26	27	9	21
19	28	82	72	24	73
21	24	89	16	17	25
23	29	174	54	29	60
7	10	20	45	17	55
28	29	154	44	21	60
10	17	23	26	5	10
23	28	73	32	15	33
32	29	102	85	28	58
6	15	32	15	12	26
1	14	40	12	13	14
30	45	170	58	39	70
8	8	34	6	10	16
18	21	81	43	20	36
7	17	38	9	7	13
9	12	42	4	8	13
8	12	37	18	14	13
6	14	32	10	4	13
25	43	135	45	23	63
22	19	54	29	21	27
17	18	45	8	13	31
7	5	10	21	12	25
6	5	18	36	26	45
21	17	51	69	24	82
16	14	94	55	34	52
29	34	285	48	20	59
18	27	92	40	16	26
11	9	50	4	7	11
7	7	18	22	27	19
12	13	11	22	11	23
11	10	29	16	19	25
16	29	143	82	44	90
13	26	43	34	23	28
14	12	36	19	11	17
10	10	42	32	12	32
8	7	14	45	24	24
18	15	23	26	13	15
9	12	39	13	13	26
15	14	34	33	19	33
18	22	62	19	14	20
4	13	19	50	36	63
11	15	31	23	15	37
9	10	44	9	9	10
18	11	44	17	12	30
14	22	87	24	24	40
12	17	64	48	25	60
16	13	62	19	12	27
34	41	119	43	28	49
9	10	43	8	12	19
11	10	14	35	16	16
14	13	98	13	8	16
11	8	42	20	15	25
15	19	67	37	17	36
18	22	98	52	23	73
5	4	20	12	10	12
17	26	90	47	24	57
12	19	28	8	11	20
20	27	93	37	18	41
21	22	107	27	16	35
10	23	13	12	15	5
8	11	10	16	10	7
26	10	14	28	6	10
21	21	44	40	21	34
18	12	35	7	6	13
40	35	136	63	32	48
52	51	308	99	38	126
13	16	47	38	14	32
14	25	63	43	17	40
17	31	39	23	20	28
6	7	31	9	10	15
37	46	40	41	36	25
38	34	147	70	37	71
12	7	48	6	3	13
46	34	173	81	36	71
29	22	90	43	19	44
8	9	18	6	7	7
6	15	26	8	2	17
7	12	35	6	8	19
8	15	55	11	10	24
10	11	32	18	11	18
18	13	42	23	17	24
13	6	38	30	21	26
16	19	79	30	19	37
8	7	47	31	8	30
4	16	31	7	4	10
28	27	95	44	23	46
44	58	209	74	26	96
50	53	281	102	38	105
22	28	139	53	22	61
7	11	39	37	8	22
16	13	47	37	14	35
17	24	69	36	9	38
33	36	121	64	23	66
16	23	62	32	14	32
20	19	44	34	12	30
65	62	337	125	49	123
7	6	7	21	13	18
9	14	26	30	11	30
30	38	143	65	21	60
34	30	180	57	29	63
7	5	7	24	14	28
14	9	29	17	7	25
34	52	186	70	17	50
27	28	95	45	28	44
24	11	32	17	18	13
33	40	156	60	24	48
19	14	22	22	12	31
15	20	68	24	14	32
10	14	12	31	19	34
7	14	14	31	24	30
20	24	43	23	23	39
31	17	75	51	14	56
43	50	202	78	37	77
22	27	35	12	10	14
6	11	5	21	9	14
19	24	53	58	21	40
5	8	14	22	7	11
45	43	187	74	26	79
31	41	114	64	24	58
12	18	35	12	8	24
15	10	53	11	11	30
32	44	83	39	13	30
40	35	168	75	37	83
9	9	26	17	6	10
40	54	142	74	29	60
49	25	158	58	32	68
4	13	43	18	3	16
31	31	149	45	24	64
34	47	123	70	35	60
27	40	73	57	30	38
12	17	57	20	15	24
23	27	68	49	24	41
23	21	34	37	21	26
9	8	34	14	9	24
6	9	10	29	10	36
5	3	4	33	6	30
38	41	122	63	31	64
29	28	78	58	21	30
7	17	35	16	12	21
38	35	201	59	23	63
17	21	33	31	12	15
36	33	130	81	29	54
11	17	35	26	19	26
16	27	20	32	14	17
5	10	8	46	12	15
14	24	55	41	14	34
23	24	39	24	13	30
21	17	28	20	6	26
42	35	159	55	33	62
19	22	35	11	14	16
7	14	47	14	11	25
12	34	58	31	16	39
29	23	85	47	26	32
28	26	179	37	20	37
40	37	183	59	30	79
17	17	34	14	11	14
22	32	64	25	18	24
16	11	36	33	12	21
7	11	55	57	32	80
15	16	50	51	18	46
39	38	179	71	23	59
8	7	12	21	7	15
5	7	7	46	17	34
11	14	25	31	15	27
19	19	35	84	28	61
14	11	13	56	23	63
28	23	85	100	39	101
11	15	31	55	25	36
22	16	73	50	23	40
13	15	14	31	13	18
10	17	25	46	24	50
33	30	65	59	31	58
12	15	28	101	56	80
9	5	13	34	6	9
19	13	51	46	13	44
6	11	51	26	19	19
36	41	143	65	29	52
12	10	46	18	14	35
61	55	296	121	37	94
40	42	134	30	16	33
15	18	88	21	16	17
9	10	36	19	14	36
24	26	44	22	10	32
54	41	187	58	29	69
59	38	253	87	48	87
43	48	101	47	27	38
21	25	64	37	24	43
16	13	50	20	13	24
12	17	55	18	15	18
20	23	55	31	17	39
36	25	155	36	24	52
15	18	58	16	16	16
55	44	239	100	45	80
15	20	32	11	9	15
12	10	31	15	17	23
8	11	19	23	11	33
11	12	21	24	16	38
12	9	33	22	13	12
12	20	21	22	16	49
41	33	140	62	46	109
11	11	48	22	25	37
44	33	150	68	33	67
23	32	116	56	32	51
9	14	27	86	36	86
9	12	10	36	15	22
8	10	25	57	23	31
17	20	48	25	14	39
19	18	35	36	23	36
13	21	74	20	11	32
46	57	122	83	54	58
36	33	132	70	29	47
24	18	80	47	31	42
47	38	113	78	17	55
44	36	152	71	29	55
21	20	45	13	19	22
44	46	182	84	34	79
32	42	152	90	26	83
10	10	26	10	10	13
31	37	143	42	25	48
18	11	28	12	6	21
21	26	39	29	18	25
19	21	29	23	17	18
41	47	216	97	45	96
19	8	35	16	12	25
15	11	22	19	12	26
7	11	5	18	6	11
17	27	28	29	24	21
9	16	13	28	25	19
29	31	140	73	29	65
23	25	80	37	11	40
18	23	37	31	10	18
7	14	86	19	19	35
7	12	39	7	11	15
8	10	15	22	11	12
23	20	98	30	17	50
29	33	250	69	46	86
14	13	16	32	12	16
7	4	4	23	9	15
6	20	34	12	8	11
37	62	390	131	63	129
8	4	24	16	3	9
56	59	341	149	67	120
15	19	53	38	17	31
6	9	25	5	5	13
3	14	21	13	10	8
13	8	35	16	17	21
27	18	107	15	15	31
2	11	22	21	5	12
18	14	44	61	26	54
9	3	13	18	20	22
12	15	91	35	18	27
20	26	108	33	16	37
3	6	11	26	8	10
10	9	37	16	7	27
2	3	4	33	14	15
10	11	34	14	9	9
10	9	13	24	17	25
12	9	18	24	24	34
24	31	100	24	15	36
33	48	187	62	34	73
7	12	39	25	10	23
7	12	53	15	21	23
33	34	114	49	28	38
37	36	122	51	37	41
14	29	7	7	9	11
14	16	39	10	10	15
14	17	44	10	6	18
28	38	203	64	27	59
8	8	6	43	15	29
15	11	46	28	18	34
20	14	62	12	19	11
49	39	138	75	27	54
7	10	34	12	11	22
7	10	8	16	11	11
13	11	35	5	6	10
13	16	77	36	22	48
6	11	30	14	10	16
31	36	247	46	22	54
14	12	20	19	16	10
22	27	120	41	22	49
19	20	42	30	13	33
44	45	219	61	25	69
13	17	46	20	13	31
22	14	13	6	8	11
18	13	94	25	15	41
7	11	46	15	8	9
12	9	9	44	19	29
23	23	123	32	18	36
23	25	85	24	10	29
15	11	60	26	13	30
15	26	105	41	21	69
16	22	70	24	21	23
23	20	67	39	21	32
17	13	38	15	13	24
20	21	35	19	17	11
10	13	56	19	19	29
5	12	19	18	5	11
3	11	36	15	7	16
6	9	30	10	11	18
16	6	26	27	7	29
18	14	33	12	9	27
15	20	18	20	7	23
20	26	70	23	20	28
26	35	128	24	15	27
33	41	141	32	18	34
28	17	88	27	27	35
20	19	60	29	16	24
35	24	152	29	20	34
13	14	58	27	21	41
4	12	24	8	10	13
7	17	65	21	12	20
42	31	161	67	21	65
12	10	29	9	7	13
18	20	53	36	20	32
11	12	60	13	9	17
15	16	40	16	17	15
5	6	15	24	14	24
20	34	85	39	29	37
30	31	113	59	35	62
8	13	16	29	29	35
22	32	64	39	25	33
45	64	164	56	53	64
21	23	99	25	23	25
34	27	121	45	23	46
46	63	212	78	40	82
21	26	59	21	5	18
11	13	57	14	9	21
26	39	115	63	27	37
20	25	71	39	23	33
34	48	143	59	28	47
12	10	24	5	9	7
13	19	28	13	11	27
18	17	57	15	11	17
26	14	79	62	18	41
19	17	93	14	13	30
64	59	249	105	37	89
23	10	37	12	8	17
21	38	72	27	20	30
36	28	94	39	26	41
51	57	231	78	31	91
22	34	108	26	17	26
18	29	85	29	17	27
31	36	85	53	31	42
19	15	49	15	14	25
13	13	48	25	13	27
28	19	65	18	16	34
16	16	59	14	13	18
15	14	40	10	15	14
11	10	27	7	10	14
17	15	56	6	6	22
11	7	14	30	24	67
17	31	74	36	23	37
37	56	175	74	45	68
43	46	95	46	24	49
12	16	36	29	17	39
8	13	13	22	10	17
6	7	27	48	21	43
8	3	8	26	10	17
5	8	6	31	12	15
6	4	7	24	14	9
20	15	38	15	9	18
15	12	64	10	3	20
15	11	35	12	9	25
38	39	106	87	31	61
22	15	57	20	16	18
11	7	32	52	15	42
14	13	31	32	16	34
8	13	18	25	18	27
11	17	32	20	15	20
12	18	33	23	10	13
14	15	30	12	9	24
27	30	173	24	9	36
13	14	51	9	12	22
14	25	63	33	10	25
26	26	157	42	18	35
8	9	39	12	10	20
22	33	70	54	28	29
29	33	132	44	22	45
6	5	10	30	11	15
14	9	26	20	15	20
9	19	26	14	16	14
7	6	35	17	18	24
5	9	10	24	16	30
25	15	71	30	26	21
7	6	15	46	33	48
8	7	7	42	21	46
6	12	15	32	26	25
10	9	20	36	35	42
10	19	55	4	5	5
9	9	9	22	14	26
30	34	94	41	21	44
44	60	196	74	52	84
36	27	148	68	38	94
22	23	34	20	18	28
27	28	29	37	20	29
16	11	24	14	15	18
20	34	70	32	19	31
25	28	79	33	20	23
16	18	37	62	34	63
18	22	85	55	41	61
20	32	144	99	45	111
8	11	11	18	22	33
14	19	30	20	11	16
14	18	26	52	32	30
5	8	6	37	26	39
9	8	16	35	19	34
11	11	16	81	54	80
11	8	4	45	30	52
6	7	11	73	37	62
7	4	9	33	19	46
8	5	4	26	9	27
11	7	22	45	25	47
12	15	9	54	34	60
9	15	35	15	13	33
9	8	4	36	7	13
7	10	26	11	11	16
33	23	49	23	16	22
16	18	25	35	23	37
15	15	38	25	18	32
13	16	27	20	17	24
7	2	7	43	31	28
5	10	17	25	20	44
11	9	26	11	8	14
11	8	34	28	18	31
11	8	31	63	35	88
5	2	7	23	18	16
6	7	8	64	34	42
4	4	5	31	16	25
15	14	30	16	17	25
13	15	28	16	15	16
15	21	52	8	6	19
11	12	47	10	9	16
44	55	145	84	28	72
18	20	47	36	27	32
11	16	15	44	13	22
22	26	80	34	30	20
42	41	100	59	21	34
7	9	21	42	16	31
15	11	43	17	6	18
34	26	170	57	22	53
11	7	9	24	11	18
7	11	12	25	21	23
9	9	9	31	18	27
6	2	9	26	21	15
17	9	56	41	14	27
8	17	36	23	12	26
11	18	21	47	22	55
15	12	44	15	7	13
5	9	13	27	9	15
9	12	9	29	14	17
35	44	91	44	16	45
15	19	27	36	35	37
23	35	108	52	25	50
20	15	42	22	17	24
10	15	18	41	20	48
10	9	11	22	18	43
21	33	152	73	30	80
38	39	145	58	24	51
11	5	11	53	21	27
11	14	23	46	12	21
9	11	17	48	31	25
18	9	15	46	28	23
10	27	46	52	35	61
24	35	95	32	16	39
35	15	72	67	32	70
12	15	36	19	10	24
8	14	40	10	6	12
11	8	11	35	25	46
6	9	11	20	13	16
17	22	36	42	22	36
16	13	40	38	30	48
13	11	40	22	16	19
41	43	127	76	28	66
10	12	33	22	13	32
16	15	26	31	23	37
37	46	161	50	25	42
35	46	155	54	32	57
34	27	164	27	21	27
15	19	84	12	11	24
12	13	55	31	19	30
18	22	46	28	25	36
10	8	21	24	28	48
24	34	85	35	27	38
31	29	77	43	26	40
29	41	103	52	38	62
23	12	11	12	5	12
7	17	20	7	13	10
17	10	28	13	9	23
11	12	19	11	8	17
21	20	42	23	19	25
18	18	26	24	13	19
48	49	147	69	24	63
35	37	144	71	35	51
15	14	40	16	8	26
17	4	7	5	7	12
12	22	24	30	11	23
36	51	145	51	24	45
22	21	53	25	20	31
17	12	29	25	16	18
33	16	90	36	9	72
79	58	310	98	54	92
58	50	188	86	41	82
11	18	39	64	37	59
19	24	43	53	27	51
16	35	112	89	41	66
55	54	214	76	48	75
28	11	73	27	18	29
38	50	123	64	29	54
20	23	66	38	18	27
5	7	5	30	19	11
21	29	144	35	21	44
17	15	50	7	15	12
13	10	37	12	17	27
30	33	54	27	21	30
22	23	103	28	17	33
11	15	14	39	32	39
12	28	48	17	15	11
11	25	47	17	13	14
27	18	37	19	18	27
48	40	143	79	42	69
22	24	70	37	14	26
19	35	66	43	29	44
14	7	64	23	18	36
23	35	139	29	17	38
30	32	63	28	25	21
23	26	56	25	20	30
32	30	54	55	23	35
19	20	62	36	16	23
23	18	25	22	14	30
29	34	59	61	14	31
30	24	59	34	28	40
13	21	50	19	12	28
20	20	29	45	20	44
33	32	67	45	24	44
11	10	21	16	10	31
57	53	150	102	46	73
26	33	64	50	34	45
23	33	65	31	18	29
15	18	27	17	17	13
8	10	29	27	11	31
8	15	11	16	12	28
39	39	132	53	31	48
12	16	35	22	16	22
16	15	24	18	7	22
14	16	43	24	15	33
24	24	62	40	19	34
49	33	122	81	36	77
33	29	58	63	23	32
18	27	47	41	19	27
31	26	63	40	22	44
19	22	53	24	10	45
14	28	45	39	25	49
45	50	110	54	36	59
29	23	35	38	25	35
29	23	68	53	18	46
7	11	27	5	6	15
40	42	172	64	40	63
24	24	35	25	11	22
22	30	69	16	13	17
22	28	90	59	26	29
12	17	19	50	24	36
17	14	52	40	20	26
21	16	53	34	16	37
30	30	69	30	16	30
28	31	62	34	25	37
27	32	60	17	24	29
58	46	117	56	26	53
44	34	151	90	52	67
36	47	100	67	31	59
31	32	65	49	31	52
27	35	41	32	24	37
26	17	25	27	16	21
13	19	33	16	13	12
39	32	78	69	24	47
52	53	175	75	41	63
30	33	77	41	24	37
19	17	34	21	16	24
15	16	28	25	18	21
42	58	67	47	24	38
37	48	76	60	31	60
40	48	113	42	30	54
14	22	30	63	29	33
42	27	102	30	20	40
29	33	82	31	24	40
19	23	69	19	18	24
45	31	80	55	27	37
33	32	70	46	32	40
25	17	84	43	24	39
26	32	73	40	23	49
17	17	31	37	16	31
27	25	50	67	29	62
24	32	53	55	28	30
39	44	116	65	38	53
16	15	52	27	27	22
47	45	95	54	27	40
56	60	214	99	58	82
48	48	115	71	41	56
12	19	13	24	10	9
17	12	31	21	22	19
42	38	113	87	43	78
35	35	74	35	13	36
58	59	157	79	39	45
11	10	23	12	13	18
49	50	107	70	26	48
43	42	121	79	30	66
47	41	76	53	19	35
47	35	135	74	31	58
43	38	93	58	28	43
32	38	106	42	27	37
21	36	80	45	33	39
20	25	33	50	16	42
36	41	130	51	28	42
31	51	119	48	37	52
27	13	63	31	18	41
13	29	40	25	19	30
60	59	102	69	35	50
31	29	77	65	27	30
28	31	85	58	33	41
38	33	95	39	20	39
29	41	91	53	31	38
2	9	7	28	18	19
28	33	54	63	35	31
43	46	122	82	34	51
38	39	73	64	19	50
56	50	151	84	34	69
36	24	67	30	31	34
35	24	169	81	31	69
42	37	103	39	27	42
31	32	70	32	22	30
20	13	17	36	15	25
15	7	30	20	9	23
23	31	84	40	26	33
20	18	33	22	16	28
23	24	43	21	18	19
0	5	29	0	4	4
15	21	38	36	19	24
36	19	114	53	33	44
26	24	136	46	32	45
18	17	61	7	9	11
16	17	26	13	6	13
10	13	27	15	8	18
28	31	82	42	16	38
38	27	86	64	25	35
7	12	23	9	6	13
11	8	30	11	10	17
9	9	34	26	15	27
16	18	24	13	11	20
9	10	18	34	14	32
6	8	8	36	14	27
65	62	365	129	68	110
34	31	123	41	15	47
18	18	63	22	11	21
16	13	27	19	11	14
11	17	61	17	11	12
29	40	179	66	41	60
8	10	25	15	10	24
9	13	35	9	13	14
6	4	5	17	4	30
8	7	6	42	28	52
10	15	27	12	11	14
13	11	44	13	15	31
56	57	332	76	50	86
52	42	215	73	29	75
14	14	47	63	32	72
7	10	24	23	17	29
3	7	7	28	8	32
5	5	10	23	6	20
21	13	51	23	13	21
8	8	24	23	13	24
9	14	53	12	7	19
5	5	23	12	7	7
13	22	30	23	12	13
16	24	75	20	6	15
8	11	29	15	12	11
19	33	56	28	15	39
9	25	51	21	8	17
63	49	265	70	26	86
6	7	9	16	12	27
28	52	165	56	27	51
8	20	47	19	5	15
63	68	386	123	50	122
10	15	8	43	10	21
7	13	14	59	19	49
36	29	102	88	33	70
22	10	25	12	10	18
10	17	43	10	10	20
28	11	13	11	7	9
13	6	39	9	5	9
2	10	33	6	7	11
36	51	232	81	26	81
24	22	74	38	20	53
9	11	8	32	22	36
15	11	33	12	14	22
8	16	29	18	8	14
15	12	35	14	12	22
15	17	132	37	16	39
46	50	203	92	36	72
9	17	10	19	9	17
15	11	35	12	12	18
